,Id,0
0,1461,124607.49579124521
1,1462,164802.60080412927
2,1463,181572.99334363238
3,1464,181196.35615123942
4,1465,196202.20674838187
5,1466,173487.4260128902
6,1467,166484.8260689007
7,1468,161380.79462084788
8,1469,194692.40255167548
9,1470,125803.59600979749
10,1471,205483.01233733085
11,1472,98224.3371751721
12,1473,96512.07468322704
13,1474,154726.78421309538
14,1475,143803.90227999646
15,1476,418622.41254054557
16,1477,276775.0149431182
17,1478,305214.65231851937
18,1479,269561.4934863909
19,1480,475652.2464745973
20,1481,344308.0376964382
21,1482,213100.4501469837
22,1483,165540.32962792492
23,1484,171993.84801369914
24,1485,181473.8890887635
25,1486,194523.6303995126
26,1487,359461.80782785657
27,1488,237984.26782385792
28,1489,204108.6851716534
29,1490,212899.155682604
30,1491,192064.29998989688
31,1492,89729.74694902755
32,1493,189639.4519442426
33,1494,304307.27944078523
34,1495,297445.53720463783
35,1496,225968.91595179684
36,1497,182934.27601030798
37,1498,163294.98629262453
38,1499,165045.57622419557
39,1500,142010.47552995628
40,1501,162693.4964508465
41,1502,167083.40011663226
42,1503,278525.77768295474
43,1504,226342.50298478303
44,1505,214381.8961813785
45,1506,185601.78344163645
46,1507,231423.59879692484
47,1508,189576.27412401998
48,1509,160862.73078275876
49,1510,146328.1206155613
50,1511,142623.34551054376
51,1512,177664.69069585166
52,1513,144841.92702965334
53,1514,168881.90113788596
54,1515,190576.21037448675
55,1516,169090.50381403518
56,1517,159950.60690027088
57,1518,139692.75373253104
58,1519,224634.7719901227
59,1520,134486.0863993802
60,1521,136330.65350749856
61,1522,174147.5977520694
62,1523,111985.16154178928
63,1524,124779.71053423647
64,1525,124106.93313063074
65,1526,129419.19797634748
66,1527,107563.24262303296
67,1528,135788.5451602599
68,1529,149315.01540018717
69,1530,176063.63938695297
70,1531,99769.70795838945
71,1532,105308.9053850471
72,1533,144375.09373054234
73,1534,123747.32710800474
74,1535,152522.46776355625
75,1536,112191.62664544661
76,1537,77128.75700548099
77,1538,185557.36785602162
78,1539,218250.32612433296
79,1540,89398.47390055227
80,1541,140371.75366525492
81,1542,137011.4088345588
82,1543,225768.8575148249
