,Id,0
0,1461,115115.96611484606
1,1462,163216.43365761964
2,1463,190670.60381835792
3,1464,198938.1825107406
4,1465,215253.2371218726
5,1466,164647.88036434166
6,1467,170349.16998279002
7,1468,157986.44812681526
8,1469,210935.33026617253
9,1470,109765.19611085393
10,1471,140467.5624511633
11,1472,85457.82618086692
12,1473,88619.34444432706
13,1474,142771.41649747593
14,1475,79969.59685931029
15,1476,383951.2915350464
16,1477,264323.0557907913
17,1478,320458.9770532446
18,1479,302046.3093643822
19,1480,457595.5439691916
20,1481,325577.28744694777
21,1482,206336.09014053922
22,1483,182203.39737079944
23,1484,159303.42144444445
24,1485,188031.90083828615
25,1486,190244.58804125572
26,1487,355134.18537068553
27,1488,225615.07967543835
28,1489,204065.9661741238
29,1490,258968.59294343926
30,1491,205955.7140348414
31,1492,115125.85445539653
32,1493,201499.86826870125
33,1494,309109.06207531225
34,1495,303571.55367878266
35,1496,244385.93265656894
36,1497,173942.66451349482
37,1498,181458.39518775046
38,1499,159630.62172512105
39,1500,157071.55637001153
40,1501,183554.7410142352
41,1502,122097.81584852468
42,1503,319051.2429185151
43,1504,232545.91383933835
44,1505,222352.98664166825
45,1506,197167.59072621632
46,1507,235673.5442219521
47,1508,198870.56101555424
48,1509,158205.89742912631
49,1510,143392.3053272781
50,1511,153177.09156653145
51,1512,169687.87586558796
52,1513,153123.04070899496
53,1514,162336.44636698999
54,1515,204598.73553156247
55,1516,161136.65746863233
56,1517,181735.35059063602
57,1518,122801.02441038657
58,1519,209063.4205683726
59,1520,115562.80250178464
60,1521,129992.40109332651
61,1522,192535.13209614623
62,1523,102646.10898040794
63,1524,129190.55520031042
64,1525,112908.35372494534
65,1526,94658.46745125577
66,1527,100750.96029165294
67,1528,132590.11124711344
68,1529,159893.9155958956
69,1530,202482.82862263592
70,1531,110794.79232375417
71,1532,96829.7604073137
72,1533,171662.46698484523
73,1534,144729.62114571733
74,1535,147374.97917030798
75,1536,96418.08052730467
76,1537,56496.49632909568
77,1538,172418.6891434756
78,1539,212528.42013551435
79,1540,104642.63982971432
80,1541,153441.44488313887
81,1542,174922.22726154095
82,1543,174665.72376633808
83,1544,78663.98257411923
84,1545,105439.11572213238
85,1546,151927.53075202927
86,1547,138342.0614060578
87,1548,150188.0152935693
88,1549,121910.60447514104
89,1550,145822.29389443854
90,1551,103703.94789901469
91,1552,144197.82530624513
92,1553,168604.98743850226
93,1554,94138.08475486655
94,1555,167254.50808644248
95,1556,54424.758768389
96,1557,149184.43344195792
97,1558,109148.333480414
98,1559,60841.88597780652
99,1560,113630.11007378064
100,1561,161482.75141804712
101,1562,134135.5219555837
102,1563,128401.63250704203
103,1564,164322.08253364125
104,1565,171234.83698105067
105,1566,238694.46402233746
106,1567,71536.7449463727
107,1568,226775.19918832602
108,1569,145790.20458240528
109,1570,129189.42836638587
110,1571,85960.07611111319
111,1572,144434.07371882955
112,1573,259395.7331650057
113,1574,138436.45664724195
114,1575,235882.32246065838
115,1576,231645.45862024743
116,1577,178897.44016231084
117,1578,163007.9203860229
118,1579,131630.946326287
119,1580,191654.57798288716
120,1581,157834.54425907182
121,1582,135271.39310686942
122,1583,269400.13605786674
123,1584,209551.9520021733
124,1585,126142.81419229135
125,1586,66074.36143008899
126,1587,100825.32700845925
127,1588,154916.4806198678
128,1589,105716.46755925845
129,1590,115884.49368056189
130,1591,89962.51783902152
131,1592,133166.75429740362
132,1593,135762.7447720985
133,1594,84797548961129.1
134,1595,116643.53076912276
135,1596,221529.77213947428
136,1597,208062.1852895501
137,1598,221234.93572092196
138,1599,203713.28455332806
139,1600,186434.10064137634
140,1601,32972.96774615301
141,1602,125652.8694126727
142,1603,45361.099309982266
143,1604,274384.3316096738
144,1605,228443.64611662272
145,1606,154784.25235490454
146,1607,160851.22914406098
147,1608,209771.51079334738
148,1609,190182.81518102763
149,1610,155600.85753046768
150,1611,134072.26810739888
151,1612,190304.39221900376
152,1613,166876.45704951184
153,1614,144998.36125594703
154,1615,96123.35299148597
155,1616,73672.74808657914
156,1617,82098.72992366366
157,1618,130385.73445533076
158,1619,138840.7875664062
159,1620,154168.49134824844
160,1621,136986.83123670006
161,1622,151796.77930763597
162,1623,254305.14609106258
163,1624,204410.3207731708
164,1625,108125.52358178236
165,1626,167631.76757089375
166,1627,192878.88875552453
167,1628,267672.3368169749
168,1629,179907.1980005973
169,1630,338993.6324703586
170,1631,269939.43793400703
171,1632,256144.23809382133
172,1633,163884.57974540442
173,1634,176888.58902185503
174,1635,170201.12505837344
175,1636,141794.43523715856
176,1637,196344.72125149332
177,1638,181876.85168993706
178,1639,176395.86122472817
179,1640,224636.3335764641
180,1641,184905.83190256404
181,1642,257625.58620933536
182,1643,218573.79294409323
183,1644,236067.07987492718
184,1645,202319.92968762713
185,1646,159840.7427852042
186,1647,153699.73591806414
187,1648,122335.7460390213
188,1649,130503.29169028299
189,1650,98487.50902561285
190,1651,112629.52699238528
